T,S,F,Lt,Ls,k,A_star,delta_star
1600000,666666666.6666666666666666666666666666666666666667,0.0024000000000000000000000000000000000000,416666666.6666666666666666666666666666666666666667,1350000,562500000000000.0000000000000000000000000000000000000000,61999083.9199480483180897215592151716398842290898,21476.5621327029763205920169281383101491742571
